Procurement Vendor ID|Supplier Name |Address/Country|Service area|Is there further sub-contracting to second or third tier vendors? If so  please provide the full names and full address of 2nd or 3rd tier vendors |Please identify the Customer(s) or Account(s) under the PO  |IMT|IOT|Note
N/A|IBM Magyarorszagi Kft.|1117 Budapest  Neumann Janos u.1.    1117  Budapest   Hungary|Data Center Management|N/A|All Customers|CEE|EUROPE|Approver: Bogdan Jarczak   DC Address:  BUDAPEST - InfoPark: Hungary  Hungary  1117  Budapest  Neumann Janos utca  1
N/A|IBM Schweiz AG - IBM Suisse SA - IBM Svizzera SA - IBM Switzerland Ltd|Vulkanstrasse 106    8001  Zürich   Switzerland|Data Center Management |N/A|All Customers|DACH|Europe|Approver: Ralph Göpel   Data Center name: GENEVA - Gigaplex DC1-M1/M2: Switzerland    1217  Meyrin  Rue Des Moulieres  12
N/A|IBM Schweiz AG - IBM Suisse SA - IBM Svizzera SA - IBM Switzerland Ltd|Vulkanstrasse 106    8001  Zürich   Switzerland|Data Center Management |N/A|All Customers|DACH|Europe|Approver: Ralph Göpel   Data Center name: GENEVA - Gigaplex  DC2-M3: Switzerland  Switzerland  1217  Meyrin  Rue Des Moulières  12
N/A|IBM Schweiz AG - IBM Suisse SA - IBM Svizzera SA - IBM Switzerland Ltd|Vulkanstrasse 106    8001  Zürich   Switzerland|Data Center Management |N/A|All Customers|DACH|Europe|Approver: Ralph Göpel   Data Center name: WINTERTHUR TDC  G38: Switzerland  ZH  8400  WINTERTHUR  THEATERSTRASSE 15C   15c 
N/A|IBM Deutschland GmbH|IBM-Allee 1    71139  Ehningen   Germany|Data Center Management |N/A|All Customers|DACH|EUROPE|Approver: Ralph Göpel  Data Center Address: FRANKFURT  DCS: Germany  HE  65760  ESCHBORN  BISMARCKSTRASSE 2  2
N/A|IBM Deutschland GmbH|IBM-Allee 1    71139  Ehningen   Germany|Data Center Management |N/A|All Customers|DACH|EUROPE|Approver: Ralph Göpel  Data Center Address: FRANKFURT DCO: Germany  HE  61440  Oberursel  Gablonzer Straße  34
N/A|IBM Deutschland GmbH|IBM-Allee 1    71139  Ehningen   Germany|Data Center Management |N/A|All Customers|DACH|EUROPE|Approver: Ralph Göpel  Data Center Address: KELSTERBACH: Germany  HE  65451  Kelsterbach  Am Weiher  24
N/A|IBM Deutschland GmbH|IBM-Allee 1    71139  Ehningen   Germany|Data Center Management |N/A|All Customers|DACH|EUROPE|Approver: Ralph Göpel  Data Center Address: EHNINGEN: Germany  BW  71139  EHNINGEN  IBM-ALLEE  1
N/A|IBM Danmark ApS|Kongevejen 495 B    2840  Holte   Denmark|Data Center Management |N/A|All Customers|NORDIC|EUROPE|Approver: Christina Rudolph   Data Center address: BALLERUP: Denmark    DK-2750  Ballerup  Borupvang 1   BAL 
N/A|Oy IBM Finland Ab|P. O. Box 265  FIN- 00101      Helsinki   Finland|Data Center Management |N/A|All Customers|NORDIC|EUROPE|Approver: Christina Rudolph   Data Center address: HELSINKI - Munkiniemmi : Finland    FI-00330  Helsinki  Laajalahdentie 23   MNK 
N/A|IBM Danmark ApS|Kongevejen 495 B    2840  Holte   Denmark|Data Center Management |N/A|All Customers|NORDIC|EUROPE|Approver: Christina Rudolph   Data Center address: BRØNDBY: Denmark  84  2605  Brøndby  Prøvensvej 1   PRV 
N/A|IBM Svenska Aktiebolag|Kistagaangen 6  Kista    164 92 Stockholm   Sweden|Data Center Management |N/A|All Customers|NORDIC|EUROPE|Approver: Christina Rudolph   Data Center address: STOCKHOLM - Solna: Sweden  AB  17065  Stockholm  Karlsrogatan 2   Solna 
N/A|IBM Svenska Aktiebolag|Kistagaangen 6  Kista    164 92 Stockholm   Sweden|Data Center Management |N/A|All Customers|NORDIC|EUROPE|Approver: Christina Rudolph   Data Center address: STOCKHOLM - Kista: Sweden  Stockholm  Kista Alléväg 60   Kista 
N/A|IBM ARGENTINA SRL|Argentina  Ing Enrique Butty 275  C1001AFA CABA|Date Center Management|N/A|All Customers|Latin America IMT|LA|Approver: Matias Castro/Argentina/IBM  Data Center Address: Martinez: Argentina  Argentina  Provincia de Buenos Aires  Martinez  Hipolito Yrigoyen  2149
N/A|IBM BRASIL-INDUSTRIA MAQUINAS E SERVICOS LIMITADA|Sao Paulo: Brazil  SP  04007-900  Sao Paulo  Rua Tutoia  1157|Data Center Management |N/A|All Customers|Latin America IMT|LA|Approver: Roger Ribeiro Tavernaro/Brazil/IBM  Data Center Address: Sao Paulo: Brazil  SP  04007-900  Sao Paulo  Rua Tutoia  1157
N/A|IBM BRASIL-INDUSTRIA MAQUINAS E SERVICOS LIMITADA|Sao Paulo: Brazil  SP  04007-900  Sao Paulo  Rua Tutoia  1157|Data Center Management |N/A|All Customers|Latin America IMT|LA|Approver: Roger Ribeiro Tavernaro/Brazil/IBM  Data Center Address: Hortolandia 2: Brazil  SP  13186-900  HORTOLANDIA  RD J FCO AGUIRRE PROENÇA KM 9 SP101   km 9 
N/A|IBM BRASIL-INDUSTRIA MAQUINAS E SERVICOS LIMITADA|Sao Paulo: Brazil  SP  04007-900  Sao Paulo  Rua Tutoia  1157|Data Center Management |N/A|All Customers|Latin America IMT|LA|Approver: Roger Ribeiro Tavernaro/Brazil/IBM  Data Center Address: Hortolandia 4: Brazil  SP  13186-900  HORTOLANDIA  RD J FCO AGUIRRE PROENÇA KM 9 SP101   km 9 
N/A|IBM BRASIL-INDUSTRIA MAQUINAS E SERVICOS LIMITADA|Sao Paulo: Brazil  SP  04007-900  Sao Paulo  Rua Tutoia  1157|Data Center Management |N/A|All Customers|Latin America IMT|LA|Approver: Roger Ribeiro Tavernaro/Brazil/IBM  Data Center Address: Hortolandia 1: Brazil  SP  13186-900  HORTOLANDIA  RD J FCO AGUIRRE PROENÇA KM 9 SP101   km 9 
N/A|IBM BRASIL-INDUSTRIA MAQUINAS E SERVICOS LIMITADA|Sao Paulo: Brazil  SP  04007-900  Sao Paulo  Rua Tutoia  1157|Data Center Management |N/A|All Customers|Latin America IMT|LA|Approver: Roger Ribeiro Tavernaro/Brazil/IBM  Data Center Address: Hortolandia 3: Brazil  SP  13186-900  HORTOLANDIA  RD J FCO AGUIRRE PROENÇA KM 9 SP101   km 9 
N/A|IBM BRASIL-INDUSTRIA MAQUINAS E SERVICOS LIMITADA|Sao Paulo: Brazil  SP  04007-900  Sao Paulo  Rua Tutoia  1157|Data Center Management |N/A|All Customers|Latin America IMT|LA|Approver: Roger Ribeiro Tavernaro/Brazil/IBM  Data Center Address: Rio de Janeiro: Brazil  RJ  22296-903   RIO DE JANEIRO  Av. Pasteur  138
N/A|IBM de Chile S.A.C.|Av. Providencia 655 Providencia  Santiago de Chile Código Postal: 7500261|Data Center Management |N/A|All Customers|Latin America IMT|LA|Approver: Danny Alberto Gonzalez Mercado/Chile/IBM  Data Center Address: Santiago: Chile    56-2-2006000  Santiago  Av. Providencia  655
N/A|IBM de Chile S.A.C.|Av. Providencia 655 Providencia  Santiago de Chile Código Postal: 7500261|Data Center Management |N/A|All Customers|Latin America IMT|LA|Approver: Danny Alberto Gonzalez Mercado/Chile/IBM  Data Center Address: San Bernardo: Chile  Chile    SANTIAGO San Bernadro  AVE PUERTA SUR 3320 LOTE 1A  3320
N/A|IBM DE COLOMBIA & CIA S C A |Carrera 53 # 100-25 - Bogota  Colombia|Data Center Management |N/A|All Customers|Latin America IMT|LA|Data Center Address: Medellín CEOH: Colombia      Medellin  Carrera 52   14-30 
N/A|IBM DE COLOMBIA & CIA S C A |Carrera 53 # 100-25 - Bogota  Colombia|Data Center Management |N/A|All Customers|Latin America IMT|LA|Data Center Address: Bogota Sala A: Colombia  Cundinamarca  11001000  Bogota  Carrera 53   100-25 
N/A|IBM DE COLOMBIA & CIA S C A |Carrera 53 # 100-25 - Bogota  Colombia|Data Center Management |N/A|All Customers|Latin America IMT|LA|Data Center Address: Bogota - CELTA: Colombia  CUN    Funza  AUTOPISTA MEDELLÍN KM 7 CELTA TRADE PARK  138
N/A|IBM DE COLOMBIA & CIA S C A |Carrera 53 # 100-25 - Bogota  Colombia|Data Center Management |N/A|All Customers|Latin America IMT|LA|Data Center Address: Bogota Sala B: Colombia  Cundinamarca  11021  Bogota  Carrera 53   100-25 
N/A|IBM del Ecuador|Diego de Almagro N32-48 y Whimper  Ecuador|Data Center Management |N/A|All Customers|Latin America IMT|LA|Approver: Freddy Ruiz/Ecuador/IBM  Data Center Address: QUITO: Ecuador  Ecuador  170135  QUITO  AV DIEGO DE ALAMAGRO WHIM   32-48 
N/A|IBM de México  S. de R.L.|Alfonso Nápoles Gándara 3111  Santa Fe  Zedec Sta Fé  01219 Ciudad de México  CDMX|Data Center Management |N/A|All Customers|Latin America IMT|LA|Approver: Roberto Macias Valadez S/Mexico/IBM  Data Center address: MPG - IBM GUADALAJARA: MEXICO  Jalisco  45680  El Salto  Camino a El Castillo  2200
N/A|IBM de México  S. de R.L.|Alfonso Nápoles Gándara 3111  Santa Fe  Zedec Sta Fé  01219 Ciudad de México  CDMX|Data Center Management |N/A|All Customers|Latin America IMT|LA|Approver: Roberto Macias Valadez S/Mexico/IBM  Data Center Address: MLG - IBM LEGARIA: MEXICO  Mexico  11500  Mexico City  Calzada Legaria  853
N/A|IBM DEL PERU S A C|AV. JAVIER PRADO ESTE NRO. 6230 URB. LA RIVIERA DE MONTERRICO LIMA - LIMA - LA MOLINA  Peru|Data Center Management |N/A|All Customers|Latin America IMT|LA|Approver: Hector Fernando Lora Saenz/Peru/IBM   Data Center Address: LIMA - La Molina I: Peru  Lima  Lima 12  Lima  Av. Javier Prado Este  6230
N/A|IBM DEL PERU S A C|AV. JAVIER PRADO ESTE NRO. 6230 URB. LA RIVIERA DE MONTERRICO LIMA - LIMA - LA MOLINA  Peru|Data Center Management |N/A|All Customers|Latin America IMT|LA|Approver: Hector Fernando Lora Saenz/Peru/IBM   Data Center Address: LIMA - Aramburú: Peru  LIMA    LIMA  AVE. ANDRES ARAMBURU Nº1115-1121-1125  1115
N/A|IBM del Uruguay S.A|Plaza Independencia 721  Montevideo  Uruguay. CP 11000.|Data Center Management |N/A|All Customers|Latin America IMT|LA|Data Center Address: Montevideo Independencia: Uruguay    11000  Montevideo  Plaza Independencia  721
N/A|IBM del Uruguay S.A|Plaza Independencia 721  Montevideo  Uruguay. CP 11000.|Data Center Management |N/A|All Customers|Latin America IMT|LA|Approver: Federico Fros/Uruguay/IBM  Data Center Address: Montevideo - Jacksonville: Uruguay  Montevideo  12200  Montevideo  Ruta 8   km 17 
N/A|IBM de Venezuela S.A.|Edificio IBM  Avda. Ernesto Blohm  Chuao - Caracas - Venezuela|Data Center Management |N/A|All Customers|Latin America IMT|LA|Approver: Inocencio Francisco Martinez Caamano/Venezuela/IBM  Data Center Address: Caracas - Chuao: Venezuela  Miranda  1060-A  Caracas  Av. Ernesto Blohm - Chuao   58+212+9088222 
