PO Number (if  first tier vendor) or ICA-DOU (if IBM entity or IBM Subsidiary)|Procurement Vendor ID (Mandatory for 1° Tier Vendor)|Supplier Name|Country|VAT Number|PO Number (if  first tier vendor) or ICA-DOU (if IBM entity or IBM Subsidiary)|Is the PO GDPR Relevant?|Is there further sub-contracting to second or third tier vendors? If so please provide the full names and full address of 2nd or 3rd tier vendors|Briefly describe the type of services/data processing activity performed by the Vendor|In what category is the Vendor s Service Description ? (using the categories in GSAR (Global Solution Architecture Repository))|PO Status|Start Date|End Date|Business Unit that provide the services through this vendor (free text )|Requester/Approver Name|Please identify the Customer(s) or Account(s) under the PO|NOTE|FP - T&M|Full Supplier Address
5005089429||CDI CORP|UNITED STATES||5005089429|Yes (?)|N/A|IT Service Management||Open|2/26/2011|4/16/2018|DISTRIBUTION|staniec@us.ibm.com|Sysco|100%|T&M|
5005082860||CDI CORP|UNITED STATES||5005082860|Yes (?)|N/A|Change Management||Open|4/9/2016|4/10/2018|DISTRIBUTION|staniec@us.ibm.com|Sysco|100%|T&M|
5005123660||CDI CORP|UNITED STATES||5005123660|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|10/23/2010|10/29/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005070493||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005070493|Yes (?)|N/A|UNIX Operating Systems LINUX||Open|3/29/2014|3/18/2018|FINANCIAL|margazi@us.ibm.com|Viewpointe Archive Services|100%|T&M|
5005123780||CDI CORP|UNITED STATES||5005123780|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|8/9/2014|10/28/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005145985||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005145985|Yes (?)|N/A|Windows||Open|9/12/2015|2/28/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005121118||PERSISTENT SYSTEMS INC|UNITED STATES||5005121118|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|10/24/2015|10/3/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005119875||INFINITE COMPUTER SOLUTIONS INC|UNITED STATES||5005119875|Yes (?)|N/A|Systems Services||Open|9/3/2016|9/6/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|7%|T&M|
5005074161||CDI CORP|UNITED STATES||5005074161|Yes (?)|N/A|Server Management Distributed Services||Open|2/9/2013|4/8/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|68%|T&M|
5005074161||CDI CORP|UNITED STATES||5005074161|Yes (?)|N/A|Server Management Distributed Services||Open|2/9/2013|4/8/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|1%|T&M|
5005074161||CDI CORP|UNITED STATES||5005074161|Yes (?)|N/A|Server Management Distributed Services||Open|2/9/2013|4/8/2018|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|35%|T&M|
5005070436||COLLABERA|PHILIPPINES||5005070436|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|3/28/2015|3/25/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|65%|T&M|
5005070436||COLLABERA|PHILIPPINES||5005070436|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|3/28/2015|3/25/2018|PUBLIC|blklinke@us.ibm.com|State of California CWS|100%|T&M|
5005125210||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005125210|Yes (?)|N/A|Windows||Open|10/3/2015|9/21/2018|PUBLIC|blklinke@us.ibm.com|State of California CWS|1%|T&M|
5005143588||CDI CORP|UNITED STATES||5005143588|Yes (?)|N/A|UNIX Operating Systems AIX||Open|1/30/2016|8/28/2018|PUBLIC|blklinke@us.ibm.com|State of California CWS|100%|T&M|
5005094668||EXPERIS INC|UNITED STATES||5005094668|Yes (?)|N/A|Onsite Support||Open|12/3/2016|7/31/2019|IGA|braunt@us.ibm.com|IGA-US|100%|T&M|
5005079180||RANDSTAD TECHNOLOGIES|UNITED STATES||5005079180|Yes (?)|N/A|Onsite Support||Open|3/25/2017|3/27/2019|IGA|braunt@us.ibm.com|IGA-US|100%|T&M|
5005117588||CDI CORP|UNITED STATES||5005117588|Yes (?)|N/A|Onsite Support||Open|10/14/2017|10/18/2018|IGA|braunt@us.ibm.com|IGA-US|100%|T&M|
5005131584||EXPERIS US INC|UNITED STATES||5005131584|Yes (?)|N/A|Onsite Support||Open|12/16/2017|12/18/2019|IGA|braunt@us.ibm.com|IGA-US|9%|T&M|
5005070345||CDI CORP|UNITED STATES||5005070345|Yes (?)|N/A|SMI.Service Management Tools Maintenance||Open|2/4/2017|2/6/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|42%|T&M|
5005093593||EXPERIS INC|UNITED STATES||5005093593|Yes (?)|N/A|SMI.Service Management Tools Maintenance||Open|9/9/2017|9/11/2018|INDUSTRIAL|jeffreyn@us.ibm.com|Allegheny Technologies Inc   (ATI)|29%|T&M|
5005093593||EXPERIS INC|UNITED STATES||5005093593|Yes (?)|N/A|SMI.Service Management Tools Maintenance||Open|9/9/2017|9/11/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|4%|T&M|
5005093593||EXPERIS INC|UNITED STATES||5005093593|Yes (?)|N/A|SMI.Service Management Tools Maintenance||Open|9/9/2017|9/11/2018|IGA|braunt@us.ibm.com|IGA-US|100%|T&M|
5005000004||CAREER CONNECTION INC|UNITED STATES||5005000004|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|mike.massey@us.ibm.com|Controltec (State of NY)|100%|T&M|
5005120511||CAREER CONNECTION INC|UNITED STATES||5005120511|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|mike.massey@us.ibm.com|Controltec (State of NY)|49%|T&M|
5005111269||CAREER CONNECTION INC|UNITED STATES||5005111269|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|DISTRIBUTION|dmassoni@us.ibm.com|Avis Budget Car Rental|100%|T&M|
5005051957||CAREER CONNECTION INC|UNITED STATES||5005051957|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|mike.massey@us.ibm.com|Controltec (State of NY)|100%|T&M|
5005120482||CAREER CONNECTION INC|UNITED STATES||5005120482|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|mike.massey@us.ibm.com|Controltec (State of NY)|100%|T&M|
5005125122||CAREER CONNECTION INC|UNITED STATES||5005125122|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|mike.massey@us.ibm.com|Controltec (State of NY)|100%|T&M|
5005122445||CAREER CONNECTION INC|UNITED STATES||5005122445|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|mike.massey@us.ibm.com|Controltec (State of NY)|100%|T&M|
5005122444||CAREER CONNECTION INC|UNITED STATES||5005122444|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|mike.massey@us.ibm.com|Controltec (State of NY)|100%|T&M|
5005110086||CAREER CONNECTION INC|UNITED STATES||5005110086|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|mike.massey@us.ibm.com|Controltec (State of NY)|100%|T&M|
5005141747||CAREER CONNECTION INC|UNITED STATES||5005141747|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|mike.massey@us.ibm.com|Controltec (State of NY)|100%|T&M|
5005141757||CAREER CONNECTION INC|UNITED STATES||5005141757|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|mike.massey@us.ibm.com|Controltec (State of NY)|100%|T&M|
5005147689||KELLY SERVICES INC|UNITED STATES||5005147689|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|mike.massey@us.ibm.com|Controltec (State of NY)|56%|T&M|
5005145108||CAREER CONNECTION INC|UNITED STATES||5005145108|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|mike.massey@us.ibm.com|Controltec (State of NY)|100%|T&M|
5005144510||CAREER CONNECTION INC|UNITED STATES||5005144510|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|mike.massey@us.ibm.com|Controltec (State of NY)|100%|T&M|
5004998055||KELLY SERVICES INC|UNITED STATES||5004998055|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|mike.massey@us.ibm.com|Controltec (State of NY)|16%|T&M|
5005135535||KELLY SERVICES INC|UNITED STATES||5005135535|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|mike.massey@us.ibm.com|Controltec (State of NY)|14%|T&M|
5005131686||CAREER CONNECTION INC|UNITED STATES||5005131686|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|mike.massey@us.ibm.com|Controltec (State of NY)|100%|T&M|
5005104873||MANPOWER GROUP INC|UNITED STATES||5005104873|Yes (?)|N/A|Infrastructure Services-Availability Management||Open|5/17/2008|4/10/2018|PUBLIC|blklinke@us.ibm.com|State of California CWS|3%|T&M|
5004963312||COMPUTER TASK GROUP INC|UNITED STATES||5004963312|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|6/25/2018|ITS|N/A closed|COTY INC|100%|T&M|
5005086144||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005086144|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|12/29/2001|4/16/2018|PUBLIC|blklinke@us.ibm.com|State of California CWS|100%|T&M|
5005074324||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005074324|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|12/26/1998|4/16/2018|PUBLIC|blklinke@us.ibm.com|State of California CWS|0%|T&M|
5005074966||CDI CORP|UNITED STATES||5005074966|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|7/16/2011|3/18/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|1%|T&M|
5005074966||CDI CORP|UNITED STATES||5005074966|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|7/16/2011|3/18/2018|INDUSTRIAL|fsilva@us.ibm.com|EI DUPONT DE NEMOURS|1%|T&M|
5005074966||CDI CORP|UNITED STATES||5005074966|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|7/16/2011|3/18/2018|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|100%|T&M|
5005127427||COLLABERA|PHILIPPINES||5005127427|Yes (?)|N/A|Cloud Managed Services (Shared)||Open|12/2/2017|12/4/2018|DISTRIBUTION|staniec@us.ibm.com|Sysco|100%|T&M|
5005074323||CDI CORP|UNITED STATES||5005074323|Yes (?)|N/A|IMS Support||Open|10/20/2007|4/15/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005070488||CDI CORP|UNITED STATES||5005070488|Yes (?)|N/A|DB2 z/OS Support||Open|1/4/2014|2/5/2019|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005083519||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005083519|Yes (?)|N/A|CICS Support||Open|2/8/2014|2/24/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005117015||INFINITE COMPUTER SOLUTIONS INC|UNITED STATES||5005117015|Yes (?)|N/A|Web Application Middleware-Mainframe||Open|7/19/2014|6/3/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005070448||COLLABERA|PHILIPPINES||5005070448|Yes (?)|N/A|IBM i-Technical Support||Open|4/4/2015|4/11/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005086679||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005086679|Yes (?)|N/A|Web Application Middleware-Mainframe||Open|5/16/2015|5/5/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005117017||COLLABERA|PHILIPPINES||5005117017|Yes (?)|N/A|DB2 LUW||Open|10/14/2017|10/15/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005121094||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005121094|Yes (?)|N/A|Technical Support Services Solutions||Open|11/11/2017|11/5/2018|FINANCIAL|jschroad@us.ibm.com|American Express TRS|95%|T&M|
5005132678||COLLABERA|PHILIPPINES||5005132678|Yes (?)|N/A|z/OS System Support||Open|12/16/2017|12/17/2018|INDUSTRIAL|kellyh@us.ibm.com|AK Steel|100%|T&M|
5005138329||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005138329|Yes (?)|N/A|Technical Support Services Solutions||Open|12/23/2017|12/31/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005142637||CDI CORP|UNITED STATES||5005142637|Yes (?)|N/A|Technical Support Services Solutions||Open|1/20/2018|1/22/2019|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|0%|T&M|
5005138951||MANPOWER GROUP INC|UNITED STATES||5005138951|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|1/31/2018|ITS|Aneick@us.ibm.com|Delta Air Lines|2%|T&M|
5005138951||MANPOWER GROUP INC|UNITED STATES||5005138951|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|1/31/2018|ITS|yazee@us.ibm.com|Whirlpool|1%|T&M|
5005138951||MANPOWER GROUP INC|UNITED STATES||5005138951|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|1/31/2018|ITS|yazee@us.ibm.com|Whirlpool|7%|T&M|
5005095577||MANPOWER GROUP INC|UNITED STATES||5005095577|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|12/31/2019|ITS|gmcgiver@us.ibm.com|Chrysler LLC|11%|T&M|
5002701418||RAPID EXTERNAL SOLUTIONS INC|UNITED STATES||5002701418|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|1/5/2018|ITS|Roberta.Grounds@us.ibm.com|American Express Global Business Travel|4%|T&M|
5002701418||RAPID EXTERNAL SOLUTIONS INC|UNITED STATES||5002701418|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|1/5/2018|FINANCIAL|jschroad@us.ibm.com|American Express TRS|85%|T&M|
5002701418||RAPID EXTERNAL SOLUTIONS INC|UNITED STATES||5002701418|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|1/5/2018|ITS|jschroad@us.ibm.com|American Express TRS|100%|T&M|
5005130268||CDI CORP|UNITED STATES||5005130268|Yes (?)|N/A|UNIX Operating Systems AIX||Open|12/23/2006|11/26/2018|DISTRIBUTION|kevintho@us.ibm.com|AmerisourceBergen|100%|T&M|
5005135747||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005135747|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|12/25/2018|FINANCIAL|jschroad@us.ibm.com|American Express TRS|100%|T&M|
5005123099||CDI CORP|UNITED STATES||5005123099|Yes (?)|N/A|Infrastructure Services||Open|11/15/2008|10/16/2018|DISTRIBUTION|kevintho@us.ibm.com|AmerisourceBergen|100%|T&M|
5005087560||CDI CORP|UNITED STATES||5005087560|Yes (?)|N/A|UNIX Operating Systems AIX||Open|12/6/2008|2/25/2018|DISTRIBUTION|kevintho@us.ibm.com|AmerisourceBergen|100%|T&M|
5005133038||COLLABERA|PHILIPPINES||5005133038|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|12/25/2018|FINANCIAL|jschroad@us.ibm.com|American Express TRS|4%|T&M|
5005149399||COLLABERA|PHILIPPINES||5005149399|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|2/6/2018|FINANCIAL|jschroad@us.ibm.com|American Express TRS|96%|T&M|
5005149399||COLLABERA|PHILIPPINES||5005149399|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|2/6/2018|ITS|jschroad@us.ibm.com|American Express TRS|0%|T&M|
5005103680||MANPOWER GROUP INC|UNITED STATES||5005103680|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|3/15/2018|ITS|guptaami@us.ibm.com|Staples|100%|T&M|
5005088193||COLLABERA|PHILIPPINES||5005088193|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|3/1/2018|FINANCIAL|jschroad@us.ibm.com|American Express TRS|100%|T&M|
5005122645||MAINLINE INFORMATION SYSTEMS INC|UNITED STATES||5005122645|Yes (?)|N/A|Infrastructure Services-Availability Management||Open|9/17/2016|12/31/2017|DISTRIBUTION|kevintho@us.ibm.com|AmerisourceBergen|100%|T&M|
5005142987||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005142987|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|10/9/2010|2/28/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|100%|T&M|
5005121348||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005121348|Yes (?)|N/A|Infrastructure Services||Open|10/23/2010|9/24/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|100%|T&M|
5005140318||COLLABERA|PHILIPPINES||5005140318|Yes (?)|N/A|Middleware-Project Services||Open|12/26/2015|1/31/2018|FINANCIAL|Roberta.Grounds@us.ibm.com|American Express Global Business Travel|100%|T&M|
5005089396||INFINITE COMPUTER SOLUTIONS INC|UNITED STATES||5005089396|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|4/13/2018|FINANCIAL|jschroad@us.ibm.com|American Express TRS|100%|T&M|
5005082774||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005082774|Yes (?)|N/A|Infrastructure Services||Open|1/28/2012|8/26/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|3%|T&M|
5005099807||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005099807|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|2/6/2018|ITS|jschroad@us.ibm.com|American Express TRS|6%|T&M|
5005099807||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005099807|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|2/6/2018|ITS|Roberta.Grounds@us.ibm.com|American Express Global Business Travel|92%|T&M|
5005099807||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005099807|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|2/6/2018|ITS|jschroad@us.ibm.com|American Express TRS|100%|T&M|
5005133040||COLLABERA|PHILIPPINES||5005133040|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|12/24/2018|FINANCIAL|jschroad@us.ibm.com|American Express TRS|100%|T&M|
5005133039||COLLABERA|PHILIPPINES||5005133039|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|12/26/2018|FINANCIAL|jschroad@us.ibm.com|American Express TRS|100%|T&M|
5005137084||CDI CORP|UNITED STATES||5005137084|Yes (?)|N/A|Infrastructure Services||Open|7/6/2013|2/20/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005121172||CDI CORP|UNITED STATES||5005121172|Yes (?)|N/A|Infrastructure Services||Open|8/17/2013|2/24/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005146050||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005146050|Yes (?)|N/A|Infrastructure Services||Open|11/23/2013|2/15/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|75%|T&M|
5005082807||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005082807|Yes (?)|N/A|Delivery Automation||Open|6/14/2014|6/4/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005106238||INFINITE COMPUTER SOLUTIONS INC|UNITED STATES||5005106238|Yes (?)|N/A|UNIX Operating Systems LINUX||Open|7/12/2014|7/9/2018|FINANCIAL|jschroad@us.ibm.com|American Express TRS|1%|T&M|
5005112959||MANPOWER GROUP INC|UNITED STATES||5005112959|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|9/29/2019|ITS|jschroad@us.ibm.com|American Express TRS|2%|T&M|
5005112959||MANPOWER GROUP INC|UNITED STATES||5005112959|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|9/29/2019|ITS|gmcgiver@us.ibm.com|Chrysler LLC|0%|T&M|
5005112959||MANPOWER GROUP INC|UNITED STATES||5005112959|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|9/29/2019|ITS|mike.massey@us.ibm.com|HEINENS INC|1%|T&M|
5005112959||MANPOWER GROUP INC|UNITED STATES||5005112959|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|9/29/2019|ITS|wcsebes@us.ibm.com|Hertz|0%|T&M|
5005112959||MANPOWER GROUP INC|UNITED STATES||5005112959|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|9/29/2019|ITS|N/A closed|KEMET ELECTRONICS CORP|0%|T&M|
5005112959||MANPOWER GROUP INC|UNITED STATES||5005112959|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|9/29/2019|ITS|mike.massey@us.ibm.com|Natus Medical Inc.|1%|T&M|
5005112959||MANPOWER GROUP INC|UNITED STATES||5005112959|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|9/29/2019|ITS|rudyjara@us.ibm.com|Smith & Wesson|1%|T&M|
5005112959||MANPOWER GROUP INC|UNITED STATES||5005112959|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|9/29/2019|ITS|mike.massey@us.ibm.com|The Community Preservation Group|1%|T&M|
5005112959||MANPOWER GROUP INC|UNITED STATES||5005112959|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|9/29/2019|ITS|rhmaher@us.ibm.com|The Hartford|1%|T&M|
5005112959||MANPOWER GROUP INC|UNITED STATES||5005112959|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|9/29/2019|ITS|mike.massey@us.ibm.com|Wolverine World Wide Inc|100%|T&M|
5005074137||INFINITE COMPUTER SOLUTIONS INC|UNITED STATES||5005074137|Yes (?)|N/A|Infrastructure Services||Open|1/24/2015|1/28/2018|FINANCIAL|rhmaher@us.ibm.com|The Hartford|100%|T&M|
5005082707||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005082707|Yes (?)|N/A|Windows||Open|8/1/2015|2/22/2018|FINANCIAL|Roberta.Grounds@us.ibm.com|American Express Global Business Travel|100%|T&M|
5005118357||CDI CORP|UNITED STATES||5005118357|Yes (?)|N/A|IT Strategy & Design||Open|9/19/2015|9/30/2018|FINANCIAL|Roberta.Grounds@us.ibm.com|American Express Global Business Travel|100%|T&M|
5005133046||COLLABERA|PHILIPPINES||5005133046|Yes (?)|N/A|Windows||Open|12/12/2015|6/3/2018|FINANCIAL|Roberta.Grounds@us.ibm.com|American Express Global Business Travel|100%|T&M|
5004979354||INTRAEDGE INC|UNITED STATES||5004979354|Yes (?)|N/A|Infrastructure Services-Availability Management||Open|1/30/2016|1/26/2018|FINANCIAL|jschroad@us.ibm.com|American Express TRS|100%|T&M|
5005082781||CDI CORP|UNITED STATES||5005082781|Yes (?)|N/A|Distributed Disk & SAN Administration||Open|2/6/2016|2/2/2018|FINANCIAL|jamesnel@us.ibm.com|BNY Mellon|100%|T&M|
5005091957||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005091957|Yes (?)|N/A|Infrastructure Services||Open|2/6/2016|2/7/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005075004||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005075004|Yes (?)|N/A|Infrastructure Services||Open|2/13/2016|2/8/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005124987||CDI CORP|UNITED STATES||5005124987|Yes (?)|N/A|Microsoft Exchange Server||Open|2/27/2016|10/28/2018|FINANCIAL|Roberta.Grounds@us.ibm.com|American Express Global Business Travel|100%|T&M|
5005142989||CDI CORP|UNITED STATES||5005142989|Yes (?)|N/A|Infrastructure Services||Open|3/5/2016|7/31/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005146063||CDI CORP|UNITED STATES||5005146063|Yes (?)|N/A|Infrastructure Services||Open|3/5/2016|7/31/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005068446||THE COMPUTER MERCHANT LTD|UNITED STATES||5005068446|Yes (?)|N/A|Storage Management-Project Services||Open|6/4/2016|4/26/2018|ITS|Janice McLain/St Louis/IBM@IBMUS|Raytheon|100%|T&M|
5005071704||CDI CORP|UNITED STATES||5005071704|Yes (?)|N/A|Infrastructure Services Technical Strategy||Open|5/28/2016|3/2/2018|FINANCIAL|Roberta.Grounds@us.ibm.com|American Express Global Business Travel|100%|T&M|
5005116347||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005116347|Yes (?)|N/A|Application Integration Middleware-Distributed||Open|6/4/2016|6/7/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|100%|T&M|
5005137089||INFINITE COMPUTER SOLUTIONS INC|UNITED STATES||5005137089|Yes (?)|N/A|T&T Program Management||Open|6/4/2016|3/5/2018|FINANCIAL|Roberta.Grounds@us.ibm.com|American Express Global Business Travel|100%|T&M|
5005124780||CDI CORP|UNITED STATES||5005124780|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|1/7/2017|11/15/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005098658||COLLABERA|PHILIPPINES||5005098658|Yes (?)|N/A|Distributed Backup Recovery||Open|7/2/2016|7/7/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|99%|T&M|
5005117570||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005117570|Yes (?)|N/A|Distributed Backup Recovery||Open|7/30/2016|7/31/2018|DISTRIBUTION|kevintho@us.ibm.com|AmerisourceBergen|100%|T&M|
5005115225||COLLABERA|PHILIPPINES||5005115225|Yes (?)|N/A|SMI.Custom Content Development||Open|7/30/2016|8/2/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005061816||RANDSTAD FEDERAL LLC|UNITED STATES||5005061816|Yes (?)|N/A|Oracle Applications||Open|9/10/2016|5/1/2018|INDUSTRIAL|stevenst@us.ibm.com|Toshiba Global Commerce Solutions   TGCS|100%|T&M|
5005128950||CDI CORP|UNITED STATES||5005128950|Yes (?)|N/A|Server Management Distributed Services||Open|11/12/2016|11/15/2018|FINANCIAL|jschroad@us.ibm.com|American Express TRS|100%|T&M|
5005126544||CDI CORP|UNITED STATES||5005126544|Yes (?)|N/A|SMI.Custom Content Development||Open|11/5/2016|11/7/2018|INDUSTRIAL|Tom Coffas/Raleigh/IBM|Dow Chemical|100%|T&M|
5005126394||CDI CORP|UNITED STATES||5005126394|Yes (?)|N/A|SMI.Custom Content Development||Open|11/5/2016|11/7/2018|INDUSTRIAL|Tom Coffas/Raleigh/IBM|Dow Chemical|58%|T&M|
5005136549||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005136549|Yes (?)|N/A|IT Service Management||Open|12/3/2016|3/1/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005133062||CDI CORP|UNITED STATES||5005133062|Yes (?)|N/A|Incident Management||Open|12/17/2016|12/23/2018|DISTRIBUTION|staniec@us.ibm.com|Sysco|100%|T&M|
5005089386||EXPERIS INC|UNITED STATES||5005089386|Yes (?)|N/A|SMI.IT Tool Architecture & Transformation||Open|3/4/2017|3/1/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
